date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:20:16	47073/47073	---M--	200	added ('OK')	image/jpeg	etag:%2211985af46774cd9dc882eb2f2228cdcd%22	https://public-assets.envato-static.com/assets/homepage_banner-2f27e5e7bc49b0d27874d2780405656df3dc3165c3af8f67b17db02b8f3660f4.jpg	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/homepage_banner-2f27e5e7bc49b0d27874d2780405656df3dc3165c3af8f67b17db02b8f3660f4.jpg	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:16	1849/1849	---M--	200	added ('OK')	image/gif	etag:%22d9e46a5171a6e07ed50b2d3ce885d541%22	https://public-assets.envato-static.com/assets/common/small_loader-c10617fc93d9927b6ee25472fa7e3b9dc50ec6541af04dfa0acfcbca9338e79e.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/small_loader-c10617fc93d9927b6ee25472fa7e3b9dc50ec6541af04dfa0acfcbca9338e79e.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:17	673/673	---M--	200	added ('OK')	image/gif	etag:%222a6692973429d7a74513bfa8bcb5be20%22	https://public-assets.envato-static.com/assets/upload_icons/loading-40b3fa240d6110584d960ab42709b732da4cdcf9a0ebbada2eac6ec62c6d5589.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/upload_icons/loading-40b3fa240d6110584d960ab42709b732da4cdcf9a0ebbada2eac6ec62c6d5589.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:17	1559/1559	---M--	200	added ('OK')	image/png	etag:%227685ffd6afe9a04899d210fc73b963d0%22	https://public-assets.envato-static.com/assets/upload_icons/ok-eeeeafda72aa861f7971ae20fae275d2526936792e6314c8f414eb7d08e0fc6d.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/upload_icons/ok-eeeeafda72aa861f7971ae20fae275d2526936792e6314c8f414eb7d08e0fc6d.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:17	1115/1115	---M--	200	added ('OK')	image/png	etag:%223f8e788710891a5ffc38fe78f73522f5%22	https://public-assets.envato-static.com/assets/upload_icons/transit-b7d142c94072c8dabf73cba8b62708e64594634f836b42102f6940686b302b3f.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/upload_icons/transit-b7d142c94072c8dabf73cba8b62708e64594634f836b42102f6940686b302b3f.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:18	433611/433611	---M--	200	added ('OK')	image/jpeg	etag:%22c583b1fb0aad45411951d15211be3b71%22	https://public-assets.envato-static.com/assets/wordpress-hosting/banner_background-da1b9b0562a9dce09ff9f5a5486c29f5254f1277085a4ae57d682a474e67b144.jpg	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/wordpress-hosting/banner_background-da1b9b0562a9dce09ff9f5a5486c29f5254f1277085a4ae57d682a474e67b144.jpg	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:18	11144/11144	---M--	200	added ('OK')	image/png	etag:%226e19fbb0063fd75333c4b18f1dda730b%22	https://public-assets.envato-static.com/assets/earnings-page/blueskies@2x-db3024d4bdd6f4ee90fc510b3bb2615c445c2d35b8ee5eaec2b5705f2f01bad0.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/earnings-page/blueskies@2x-db3024d4bdd6f4ee90fc510b3bb2615c445c2d35b8ee5eaec2b5705f2f01bad0.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:18	12081/12081	---M--	200	added ('OK')	image/png	etag:%220657182e94dfbcdaf644b1e01a3c37f0%22	https://public-assets.envato-static.com/assets/earnings-page/spacedata@2x-f9e705a99310b2156ca3851320291c5b88f1bdf1a4507368c632cb733a712861.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/earnings-page/spacedata@2x-f9e705a99310b2156ca3851320291c5b88f1bdf1a4507368c632cb733a712861.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:18	13656/13656	---M--	200	added ('OK')	image/png	etag:%2217a64a16b9c94606208e2a985a7f96ff%22	https://public-assets.envato-static.com/assets/earnings-page/caveman@2x-87989dc113b31eea9fde169f7acaec88ffd11c4412b9ff8dea0e0936b81c39af.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/earnings-page/caveman@2x-87989dc113b31eea9fde169f7acaec88ffd11c4412b9ff8dea0e0936b81c39af.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:18	1428/1428	---M--	200	added ('OK')	image/png	etag:%22bfac4839bd55a95761e9b407607f67e0%22	https://public-assets.envato-static.com/assets/common/icons-buttons/warning-b3cc41aec0313ab548b76821ddbeb11fb683276d6c6fcda231d2c7f354be87bd.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/common/icons-buttons/warning-b3cc41aec0313ab548b76821ddbeb11fb683276d6c6fcda231d2c7f354be87bd.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:19	1362/1362	---M--	200	added ('OK')	image/png	etag:%22783d4031fe50c3d83c960911e1fbc705%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_sprite-95641a3e1c130816c8ed2ededffbf5df4c74658914da2124df2e34f89513707c.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/fancybox_sprite-95641a3e1c130816c8ed2ededffbf5df4c74658914da2124df2e34f89513707c.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:19	6567/6567	---M--	200	added ('OK')	image/gif	etag:%22328cc0f6c78211485058d460e80f4fa8%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_loading-4084d1397c6cb05715de996ff5cd4f7bebcb9c2b365b99ebe5f55d77fe6329ab.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/fancybox_loading-4084d1397c6cb05715de996ff5cd4f7bebcb9c2b365b99ebe5f55d77fe6329ab.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:19	43/43	---M--	200	added ('OK')	image/gif	etag:%22325472601571f31e1bf00674c368d335%22	https://public-assets.envato-static.com/assets/fancybox/blank-6e8ddbcd39cdd88619bd7ad9a69323b8a52b7fd13728152c49f9ce73671b705e.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/blank-6e8ddbcd39cdd88619bd7ad9a69323b8a52b7fd13728152c49f9ce73671b705e.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:19	1003/1003	---M--	200	added ('OK')	image/png	etag:%2277aeaa52715b898b73c74d68c630330e%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_overlay-416ea0168151a94471c5eb980a02969b0b4be90203bc2e3cb9a1899c3f979a01.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/fancybox_overlay-416ea0168151a94471c5eb980a02969b0b4be90203bc2e3cb9a1899c3f979a01.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:20	6553/6553	---M--	200	added ('OK')	image/png	etag:%22ed9970ce22242421e66ff150aa97fe5f%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_sprite@2x-2eba1ab393d42ca60d838f0945d25995c3c1e2085e837b48e7740dd7405e4068.png	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/fancybox_sprite@2x-2eba1ab393d42ca60d838f0945d25995c3c1e2085e837b48e7740dd7405e4068.png	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:20	13984/13984	---M--	200	added ('OK')	image/gif	etag:%22f92938639fa894a0e8ded1c3368abe98%22	https://public-assets.envato-static.com/assets/fancybox/fancybox_loading@2x-81f54099406cdfb7aa953f0f761cb33e15a0348842e811c02e48a21f57f02b62.gif	C:/My%20Web%20Sites/future%202/public-assets.envato-static.com/assets/fancybox/fancybox_loading@2x-81f54099406cdfb7aa953f0f761cb33e15a0348842e811c02e48a21f57f02b62.gif	(from https://public-assets.envato-static.com/assets/market/pages/default/index-43c9e199b223db5c5bba332e76ddb21b8a94a6038c1f49a8e7d1d258d5b02293.css)
16:20:21	97132/97132	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Sep%202024%2009:20:09%20GMT	https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/screenshots/&quot;https://www.youtube.com/channel/UCB1RCmPjzvFyWNN28rtwheQ&quot;	C:/My%20Web%20Sites/future%202/themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/screenshots/&quot;https_/www.youtube.com/channel/UCB1RCmPjzvFyWNN28rtwheQ&quot;.49.delayed	(from https://themeforest.net/item/zed-programmer-resume-portfolio-elementor-template-kit/screenshots/47135920)
